食品番号,理由,スコア
03026,異性化液糖は糖分が高く栄養価は低いため、風味付けに限定して少量での使用が望ましい。,6
11051,牛ももは良質なタンパク源だが生は細菌リスクがあるため注意が必要。,7
11072,生の輸入サーロインは良質な肉だが生食時の細菌リスクがあるため注意が必要。,7
06087,ゆでた小松菜はビタミン・ミネラルや食物繊維の供給源で犬の素材として適している。,8
11151,生の豚ロースは栄養価は高いが生は寄生虫や細菌リスクがあるため加熱が望ましい。,5
06253,甘酢漬けのひのなは野菜として使用可能だが味付け（塩分や酸味）に配慮が必要。,7
11189,フランクフルトは加工肉で塩分・脂質や添加物があり使用は控えめにするのが望ましい。,5
04030,きな粉は良質な植物性タンパク源で利用できるが消化性を考慮する必要がある。,7
02056,ごま豆腐は穏やかな素材で使いやすいが脂質や味付けに注意が必要。,7
10398,焼きめかじきは良質なたんぱく源で調理済みのため犬の素材として適している。,9
16047,コーヒー飲料はカフェインを含み犬に神経・心臓への影響を及ぼすため禁忌である。,1
06053,塩漬けからしなは葉物として利用可能だが塩分に配慮する必要がある。,7
17131,かつおだしは風味付けに有用だが濃縮度や塩分に注意が必要な調味素材である。,6
07099,濃縮還元のパインアップル飲料は果実由来で利用は可能だが糖分濃度に注意が必要。,6
04033,絹ごし豆腐は良質な植物性たんぱくで消化性が良く犬の素材として適している。,8
11279,とんかつは衣や揚げ油、調味で高脂肪・高塩分になりやすく素材としては不向きである。,4
06049,ゆでた西洋かぼちゃは消化しやすくビタミン・食物繊維の供給源として適している。,8
10410,生のひらめは良質な魚だが生食は寄生虫・細菌リスクがあるため加熱が望ましい。,6
11018,和牛ばら（生）は栄養価は高いが生の細菌リスクがある点に注意が必要である。,7
01101,精白米のおもゆは消化しやすい炭水化物で犬のレシピ素材として適している。,9
16063,ほうじ茶はカフェインを含み犬に神経・心臓への影響を及ぼすため禁忌である。,1
16054,清涼飲料で糖分や添加物が多く栄養源として優先されないため,5
04115,納豆は大豆由来の良質なたんぱく・発酵食品で素材として利用可能,7
06089,葉物の生野菜でビタミン・食物繊維源として使える,7
10283,加熱済みの貝類で良質な動物性たんぱく源として安全に使える,8
13051,乳性の液体で栄養はあるが乳糖などの組成が異なる点に注意が必要,5
15077,高脂質・高糖質の菓子類で主素材には不向き,5
16018,アルコールは犬に有害で使用不可,1
07089,シロップ漬けの缶詰で糖分が非常に高く素材としては適さない,5
15156,砂糖や小麦を多く含む和菓子で主素材には不向き,5
06243,ビーツの根は栄養価があり野菜素材として使用可能,7
04047,挽きわり納豆も大豆由来の発酵食品で利用しやすい素材,7
11044,牛肉は良質なたんぱく源だが生肉は細菌リスクを考慮する必要がある,7
06234,ゆでた白菜は消化性が良く野菜素材として適切,8
10004,水煮の魚は良質なたんぱく源で調理済みのため扱いやすい,9
11062,牛肉は良質なたんぱく源だが生肉は細菌リスクを伴う,7
07020,塩漬け梅は高塩分・強い酸味があり犬の素材として適さない点がある,4
01046,ゆでたそうめんは消化しやすい炭水化物源として利用可能,7
12013,乾燥卵黄は良質な脂質・たんぱく源で扱いやすい形態,8
06377,ゆでた葉物野菜は栄養価があり犬の素材として適切,8
06372,茹でて冷凍されたほうれんそうは使いやすい葉物野菜素材である,8
17116,調味料類のため塩分や香味成分を含みやすく調理や分量に注意が必要,5
15173,高脂質・高糖質の菓子類で栄養密度が低く頻用は適さない,5
06375,加熱済みのグリンピースは消化に良くビタミンや食物繊維の供給源になる,8
15033,和菓子の甘味料を多く含む加工食品で糖分が高く主素材としてはやや不向き,5
14002,調理油として利用できるが高脂肪のため使用は控えめに,8
15049,シンプルな小麦菓子で成分自体に強い毒性はないが塩・糖が多い場合がある,7
07076,柑橘類の果汁は酸性が強く消化器に刺激となることがあるため注意が必要,6
11133,ゆでた豚ももは良質な加熱済みタンパク源で犬のレシピ素材として適切,9
17006,辛味成分を含むため消化器刺激や不快感を与える可能性がある,3
16046,カフェインを含み中枢・心血管系に有害で犬には与えてはいけない,1
11104,加熱済みの牛肉加工品で良質なタンパク源だが調味料に注意,9
11036,生の牛肉は細菌リスクがあり生食としては注意が必要,7
10371,ゆでた甲殻類は良質なタンパク源だが殻や小骨は除去が必要,8
01151,精白もち米はエネルギー源として利用できるが調理（加熱）して与えるのが望ましい,8
06257,ゆでたふきは加熱により安全性が高まり、野菜素材として利用可能,7
13032,チーズはタンパク質と脂肪の供給源になり得るが脂肪分・乳糖に注意,8
15040,ようかんは高糖質の加工品で常用には不向きだが少量なら問題ない,5
11278,焼き豚ヒレは加熱済みの良質なタンパク源でレシピ素材として適切,9
08004,乾燥きくらげは食物繊維豊富な食材で毒性は低く使用可能だが消化性を考慮,7
10431,生のえびは生食の魚介類に伴う細菌・寄生虫リスクがあるため注意が必要,5
15058,加工された甘辛の米菓で糖分・塩分や油脂が多く、主材料としてはあまり適さないが少量のトッピングには使える,5
17110,調味料（ぽん酢）は塩分や酸味が強く、味付け用途であり素材としては不向き,3
11254,牛肉は良質なタンパク源だが生肉は細菌感染のリスクがあるため注意が必要,7
06086,小松菜の葉はビタミンや食物繊維が豊富で犬のレシピ素材として適している,8
05024,乾燥したはす（蓮）は可食で栄養源になりうるが調理状態により使い方を考える必要がある,7
09006,あらめ（海藻）はミネラル類を含み少量であれば素材として使用可能だが、ヨウ素濃度に注意,7
11265,赤肉の生牛肉は良質なタンパク源だが生食ゆえに細菌や寄生虫のリスクがある,8
16029,アルコール飲料はエタノール含有により犬に有害であるため絶対に使用できない,1
15133,タルトなどの洋菓子は砂糖・脂質が高く混合材料が多いため素材としては不向き,4
06236,キムチはにんにく・ねぎ等ネギ属や辛味・強い塩分を含むことが多く、犬には有害な成分が含まれ得る,1
01063,乾燥マカロニ・スパゲッティは炭水化物源として利用可能だが主栄養源としては偏りがある,7
10068,うなぎの肝は内臓で栄養濃度が高く生では細菌・寄生虫リスクがあるため加熱推奨,5
11257,皮下脂肪の少ない生牛リブロースは良質なタンパク源だが生肉ゆえ感染リスクに注意,8
04015,塩豆のえんどうは豆類として栄養価があるが加工・塩味が付いているため量に注意,6
