food_number,food_name,embedding_text
06212,（にんじん類）　にんじん　根　皮つき　生,carrot にんじん にんじん類 ニンジン 人参 根 根菜 生 皮つき
06213,（にんじん類）　にんじん　根　皮つき　ゆで,carrot にんじん にんじん類 ゆで ニンジン 人参 根 根菜 皮つき
06214,（にんじん類）　にんじん　根　皮なし　生,carrot にんじん にんじん類 ニンジン 人参 根 根菜 生 皮なし
06215,（にんじん類）　にんじん　根　皮なし　ゆで,carrot にんじん にんじん類 ゆで ニンジン 人参 根 根菜 皮なし
06345,（にんじん類）　にんじん　根　皮なし　油いため,carrot にんじん にんじん類 ニンジン 人参 根 根菜 油いため 皮なし
06346,（にんじん類）　にんじん　根　皮なし　素揚げ,carrot にんじん にんじん類 ニンジン 人参 根 根菜 皮なし 素揚げ
06407,（にんじん類）　にんじん　根　皮なし　カット　常法洗浄,carrot cut cut carrot にんじん にんじん類 カット カットにんじん カット人参 カット野菜 ニンジン 人参 常法洗浄 根 皮なし
06408,（にんじん類）　にんじん　根　皮なし　カット　次亜塩素酸洗浄,carrot cut cut carrot にんじん にんじん類 カット カットにんじん カット人参 カット野菜 ニンジン 人参 根 次亜塩素酸洗浄 皮なし
06347,（にんじん類）　にんじん　根　皮　生,carrot carrot peel peel skin にんじん にんじんの皮 にんじん皮 にんじん類 人参 人参の皮 人参皮 根 生 皮
06216,（にんじん類）　にんじん　根　冷凍,carrot frozen frozen carrot にんじん にんじん類 ニンジン 人参 冷凍 冷凍にんじん 冷凍野菜 根
06380,（にんじん類）　にんじん　根　冷凍　ゆで,carrot frozen frozen carrot にんじん にんじん類 ゆで ニンジン 人参 冷凍 冷凍にんじん 冷凍野菜 根
06381,（にんじん類）　にんじん　根　冷凍　油いため,carrot frozen frozen carrot にんじん にんじん類 ニンジン 人参 冷凍 冷凍にんじん 冷凍野菜 根 油いため
06348,（にんじん類）　にんじん　グラッセ,carrot glace glazed glazed carrot にんじん にんじんグラッセ にんじん類 グラッセ グラッセにんじん 人参
06217,（にんじん類）　にんじん　ジュース　缶詰,canned carrot carrot juice juice にんじん にんじんジュース にんじんジュース缶 にんじん缶 にんじん類 ジュース 人参ジュース 缶 缶詰
06218,（にんじん類）　きんとき　根　皮つき　生,carrot kintoki kintoki carrot きんとき にんじん にんじん類 キントキ ニンジン 人参 根 根菜 生 皮つき 金時 金時にんじん 金時人参
06219,（にんじん類）　きんとき　根　皮つき　ゆで,carrot kintoki kintoki carrot きんとき にんじん にんじん類 ゆで キントキ ニンジン 人参 根 根菜 皮つき 金時 金時にんじん 金時人参
06220,（にんじん類）　きんとき　根　皮なし　生,carrot kintoki kintoki carrot きんとき にんじん にんじん類 キントキ ニンジン 人参 根 根菜 生 皮なし 金時 金時にんじん 金時人参
06221,（にんじん類）　きんとき　根　皮なし　ゆで,carrot kintoki kintoki carrot きんとき にんじん にんじん類 ゆで キントキ ニンジン 人参 根 皮なし 金時にんじん 金時人参
06409,（にんじん類）　島にんじん　根　皮なし　生,carrot island island carrot しまにんじん にんじん にんじん類 シマニンジン ニンジン 人参 島にんじん 島人参 根 生 皮なし
06222,（にんじん類）　ミニキャロット　根　生,baby baby carrot carrot にんじん にんじん類 ニンジン ベビーキャロット ミニにんじん ミニキャロット 人参 根 生
06229,のざわな　葉　生,nozawana のざわな ノザワナ 生 葉 野沢菜
06233,はくさい　結球葉　生,cabbage chinese chinese cabbage hakusai はくさい ハクサイ 生 白菜 白菜の葉 白菜葉 結球葉
06234,はくさい　結球葉　ゆで,cabbage chinese chinese cabbage hakusai はくさい ゆで ハクサイ 白菜 白菜の葉 白菜葉 結球葉
06237,パクチョイ　葉　生,bok choi choy pak pak choi ぱくちょい チンゲンサイ チンゲン菜 パクチョイ 生 葉 青梗菜
06238,バジル　葉　生,basil ばじる スイートバジル バジル バジル葉 生 葉
06239,パセリ　葉　生,parsley ぱせり パセリ パセリ葉 生 葉
06240,はつかだいこん　根　生,radish はつかだいこん ハツカダイコン ラディッシュ 二十日大根 根 生
06392,はなっこりー　生,hanakkori はなっこりー ハナッコリー 生
06241,はやとうり　果実　白色種　生,chayote squash はやとうり ハヤトウリ 果実 生 白色種
06353,はやとうり　果実　緑色種　生,chayote squash はやとうり ハヤトウリ 果実 生 緑色種
06243,ビーツ　根　生,beet beetroot ビーツ ビート ビートルート 根 生
06244,ビーツ　根　ゆで,beet beetroot ゆで ビーツ ビート ビートルート 根
06245,（ピーマン類）　青ピーマン　果実　生,bell bell pepper green green bell pepper あおピーマン ピーマン ピーマン類 果実 生 緑ピーマン 青ピーマン
06246,（ピーマン類）　青ピーマン　果実　油いため,bell bell pepper green green bell pepper あおピーマン ピーマン ピーマン類 果実 油いため 緑ピーマン 青ピーマン
06247,（ピーマン類）　赤ピーマン　果実　生,bell bell pepper pepper red red bell あかピーマン ピーマン ピーマン類 果実 生 赤パプリカ 赤ピーマン
06248,（ピーマン類）　赤ピーマン　果実　油いため,bell bell pepper pepper red red bell あかピーマン ピーマン ピーマン類 果実 油いため 赤パプリカ 赤ピーマン
06393,（ピーマン類）　オレンジピーマン　果実　生,bell bell pepper orange orange bell pepper オレンジパプリカ オレンジピーマン ピーマン ピーマン類 果実 生
06394,（ピーマン類）　オレンジピーマン　果実　油いため,bell bell pepper orange orange bell pepper sweet おれんじぴーまん ぱぷりか ぴーまん オレンジピーマン パプリカ ピーマン ピーマン類 果実 油いため
06249,（ピーマン類）　黄ピーマン　果実　生,bell bell pepper pepper sweet yellow yellow bell きぴーまん ぱぷりか ぴーまん パプリカ ピーマン ピーマン類 果実 生 黄ピーマン
06250,（ピーマン類）　黄ピーマン　果実　油いため,bell bell pepper pepper sweet yellow yellow bell きぴーまん ぱぷりか ぴーまん パプリカ ピーマン ピーマン類 果実 油いため 黄ピーマン
06251,（ピーマン類）　トマピー　果実　生,bell pepper tomapie とまぴー ぱぷりか ぴーまん トマピー パプリカ ピーマン ピーマン類 果実 生
06252,ひのな　根・茎葉　生,hinona hinona turnip turnip かぶ ひのな カブ ヒノナ 日野菜 日野菜かぶ 根 生 茎葉
06254,ひろしまな　葉　生,green hiroshima hiroshima green leaf mustard ひろしまな ヒロシマナ 広島菜 生 葉 葉物
06255,ひろしまな　塩漬,green hiroshima hiroshima green leaf mustard ひろしまな ヒロシマナ 塩漬 広島菜 葉物
06256,（ふき類）　ふき　葉柄　生,butterbur くき ふき ふき類 フキ 生 茎 葉柄 蕗
06257,（ふき類）　ふき　葉柄　ゆで,butterbur くき ふき ふき類 ゆで フキ 茎 葉柄 蕗
06258,（ふき類）　ふきのとう　花序　生,butterbur fukinotou sprout つぼみ ふきのとう ふき類 フキノトウ 生 花序 蕗のとう 蕗の薹
06259,（ふき類）　ふきのとう　花序　ゆで,butterbur fukinotou sprout つぼみ ふきのとう ふき類 ゆで フキノトウ 花序 蕗のとう 蕗の薹
06260,ふじまめ　若ざや　生,bean fujimame さや ふじまめ まめ サヤ フジマメ 生 若ざや 藤豆 豆
06261,ふだんそう　葉　生,fudansou leaf vegetable ふだんそう フダンソウ 生 葉 葉物
06262,ふだんそう　葉　ゆで,fudansou leaf vegetable ふだんそう ゆで フダンソウ 葉 葉物
06263,ブロッコリー　花序　生,broccoli つぼみ ぶろっこりー ブロッコリー 生 花序 花蕾
06264,ブロッコリー　花序　ゆで,broccoli つぼみ ぶろっこりー ゆで ブロッコリー 花序 花蕾
06395,ブロッコリー　花序　電子レンジ調理,broccoli つぼみ ぶろっこりー ブロッコリー 花序 花蕾 電子レンジ調理
06396,ブロッコリー　花序　焼き,broccoli つぼみ ぶろっこりー ブロッコリー 焼き 花序 花蕾
06397,ブロッコリー　花序　油いため,broccoli つぼみ ぶろっこりー ブロッコリー 油いため 花序 花蕾
06354,ブロッコリー　芽ばえ　生,broccoli broccoli sprout sprout ぶろっこりーすぷらうと スプラウト ブロッコリー ブロッコリースプラウト ブロッコリー芽ばえ 生 芽ばえ
06265,へちま　果実　生,gourd hechima luffa sponge sponge gourd かじつ へちま カジツ ヘチマ 果実 生 糸瓜
06266,へちま　果実　ゆで,gourd hechima luffa sponge sponge gourd かじつ へちま ゆで カジツ ヘチマ 果実 糸瓜
06267,ほうれんそう　葉　通年平均　生,leaf spinach ほうれんそう ほうれん草 ホウレンソウ 法蓮草 生 葉 葉っぱ 通年平均
06359,ほうれんそう　葉　通年平均　油いため,leaf spinach ほうれんそう ほうれん草 ホウレンソウ 油いため 法蓮草 葉 葉っぱ 通年平均
06355,ほうれんそう　葉　夏採り　生,leaf spinach ほうれんそう ほうれん草 ホウレンソウ 夏採り 法蓮草 生 葉 葉っぱ
06357,ほうれんそう　葉　夏採り　ゆで,leaf spinach ほうれんそう ほうれん草 ゆで ホウレンソウ 夏採り 法蓮草 葉 葉っぱ
06356,ほうれんそう　葉　冬採り　生,leaf spinach ほうれんそう ほうれん草 ホウレンソウ 冬採り 法蓮草 生 葉 葉っぱ
06358,ほうれんそう　葉　冬採り　ゆで,leaf spinach ほうれんそう ほうれん草 ゆで ホウレンソウ 冬採り 法蓮草 葉 葉っぱ
06269,ほうれんそう　葉　冷凍,leaf spinach ほうれんそう ほうれん草 ホウレンソウ 冷凍 法蓮草 葉 葉っぱ
06372,ほうれんそう　葉　冷凍　ゆで,leaf spinach ほうれんそう ほうれん草 ゆで ホウレンソウ 冷凍 法蓮草 葉 葉っぱ
06271,まこも　茎　生,makomo stem くき まこも クキ マコモ 生 真菰 茎
06272,みずかけな　葉　生,leaf mizukakena みずかけな ミズカケナ 水掛菜 生 葉 葉っぱ
06072,みずな　葉　生,green japanese leaf mizuna mustard みずな ミズナ 水菜 生 葉 葉っぱ
06073,みずな　葉　ゆで,green japanese leaf mizuna mustard みずな ゆで ミズナ 水菜 葉 葉っぱ
06274,（みつば類）　切りみつば　葉　生,japanese mitsuba parsley きりみつば みつば みつば類 キリミツバ ミツバ 三つ葉 切りみつば 生 葉 葉っぱ
06275,（みつば類）　切りみつば　葉　ゆで,japanese mitsuba parsley きりみつば みつば みつば類 ゆで キリミツバ ミツバ 三つ葉 切りみつば 葉 葉っぱ
06276,（みつば類）　根みつば　葉　生,japanese mitsuba parsley ねみつば みつば みつば類 ネミツバ ミツバ 三つ葉 根みつば 生 葉 葉っぱ
06277,（みつば類）　根みつば　葉　ゆで,japanese mitsuba parsley ねみつば みつば みつば類 ゆで ネミツバ ミツバ 三つ葉 根みつば 葉 葉っぱ
06278,（みつば類）　糸みつば　葉　生,japanese mitsuba parsley いとみつば みつば みつば類 イトミツバ ミツバ 三つ葉 生 糸みつば 葉 葉っぱ
06279,（みつば類）　糸みつば　葉　ゆで,japanese mitsuba parsley いとみつば みつば みつば類 ゆで イトミツバ ミツバ 三つ葉 糸みつば 葉 葉っぱ
