食品番号,理由,スコア
11014,和牛リブロース脂身はエネルギー源になるが脂質が高い点に注意が必要,8
10047,まいわしは良質な魚たんぱくと脂肪酸が豊富で犬の素材として適している,9
14030,ショートニングは加工脂で嗜好性はあるが栄養面では優先度が低く加工度が高い,5
10158,たいせいようさばは良質な魚タンパクと脂肪酸源で素材向き,9
18015,素揚げのミートボールは加工済み惣菜で香辛料や添加物の可能性があり注意が必要,3
02033,さつまいもでん粉は炭水化物源として利用可能でレシピ素材に適する,7
06102,葉しょうが（根茎）は風味付けや消化促進に用いられ、少量であれば安全,8
17009,たまりしょうゆは塩分が高い調味料で風味付けに使えるが過剰は避けるべき,5
11235,鶏もも皮は高脂肪でエネルギー源になるが脂質が多いため使用量に注意が必要,7
07149,りんご由来のストレートジュースは果実由来で犬に与えやすく栄養源として適切（糖分は適量で）。,8
17134,魚醤は発酵調味料で塩分・風味が強く、調味料としては犬の素材としては不向き。,4
06293,モロヘイヤは葉野菜として良質な緑黄色野菜で犬のレシピ素材として適切。,9
08033,マッシュルーム（水煮缶）は栽培種のきのこで加熱処理済み、犬の素材として使いやすい。,8
06111,干しずいきはでんぷん質の茎であるが、生や乾燥のままだと刺激成分が残る場合があり、適切な処理が必要。,6
16062,番茶（緑茶類）はカフェインを含み、犬には有害な影響を与えるため避けるべき。,1
06120,生ぜんまいは下処理が不十分だと有害成分が残ることがあるため、生のままでは注意が必要。,4
06325,わらびは特定の有害成分を含む可能性があり、安全性の観点から慎重に扱う必要がある。,3
11311,しか（鹿肉）は良質な動物性たんぱく源で犬のレシピ素材として適している。,9
10354,さきいかは加工乾燥品で塩分・添加物が多く、犬の素材としては不向き。,4
07093,なつみかんの果肉（砂じょう）は柑橘類の果肉として与えやすく、種・皮を除けば使用可能。,8
10002,あこうだい（白身魚）は良質な魚肉で犬のレシピ素材として適している。,9
10466,あさり（蒸し）は加熱済みの貝類でタンパク源として利用可能だが、殻や内臓は除く必要がある。,8
10304,ばい（生の巻貝）は殻・内臓の除去と加熱が前提であれば素材として使えるが、生は注意が必要。,7
10468,アルゼンチンあかえび（ゆで）は加熱済みの甲殻類で良質なタンパク源だが殻の除去が必要。,8
10082,かじかの佃煮は塩分や糖分の高い加工食品で、素材としては不向き。,3
06265,へちまの果実は水分の多い野菜で消化しやすく、犬のレシピ素材として使いやすい。,8
11130,ぶたもも（脂身つき）は良質な動物性たんぱくで利用可能だが脂肪量には注意が必要。,9
10453,くろまぐろ（赤身・電子レンジ調理済）は加熱された魚で良質なたんぱく源、犬の素材として非常に適している。,10
07168,キウイフルーツ（黄肉種）は果肉部分は与えやすい果物だが、酸味や酵素で口腔に刺激を与える場合がある。,7
16012,ぶどう由来かつアルコールを含み、ぶどう類とアルコールはいずれも犬に有害で危険性が高い。,1
07031,うんしゅうみかんの果汁は果肉由来の成分で一般に与えられるが、酸味や糖分が強いので多量は避けるべき。,7
17135,魚醤は塩分や濃い旨味が強く、単体での使用は適さないが少量の風味付けなら使える。,4
06125,ゆでたそらまめは加熱済みの豆類で繊維や蛋白源として利用可能だが、さやや不溶性部位は除く必要がある。,8
10416,バナメイえびは良質な蛋白源だが、天ぷらの衣や揚げ油で加工されているため脂質・塩分が高く単体では不適切。,4
17002,中濃ソースは多成分の調味料で塩分や香辛料が強く、素材としては注意が必要（少量の風味付け向き）。,3
11107,ビーフジャーキーは肉としての蛋白源は良いが、塩分や保存料・加工が強く素材としてはやや不適当。,5
17074,ナツメグは神経系に影響を及ぼす成分を含み、犬に与えてはいけない。,1
11228,焼きささみは低脂肪で良質な蛋白源であり、犬のレシピ素材として非常に適している。,10
06098,ゆでた若ざや（ささげ）は加熱済みの野菜として安全で、レシピ素材として適切。,8
06240,生のはつかだいこん（ラディッシュ）は低カロリーで消化に良い野菜であり、適した素材。,8
01067,焼きふ（板ふ）は小麦由来の加工品でアレルギーや消化を考慮する必要があるが、素材として使える。,7
06083,こごみの若芽は食用になる山菜だが、生のままだと消化不良を起こすことがあるため加熱が望ましい。,6
15111,バタースコッチは高糖分・高カロリーの菓子で栄養価が低く、素材としては適さない。,4
13021,コーヒーホワイトナーは乳・植物性脂肪を多く含み脂質が高く、頻繁な使用は適さないが少量なら問題ない。,5
15052,落花生入りのせんべいは加工菓子で脂質・塩分が高く、ピーナッツは消化負担や膵炎リスクに注意が必要。,4
17026,備考に玉ねぎが含まれると明記されており、玉ねぎは犬に有害であるため使用不可。,1
09020,刻み昆布は海藻類でミネラル源になり得るが、ヨウ素過多に注意しつつ適量であれば利用可能。,8
10300,生のつぶ（貝）は蛋白源として有用だが生食は病原性やアレルギーのリスクがあるため加熱が望ましい。,7
15086,カスタードプリンは糖分・乳成分が多く栄養価が偏るため、素材としては適さないことが多い。,4
13058,リコッタは良質な乳たんぱく・脂質源で犬のレシピ素材として使いやすい。,8
10333,毛がにの身は良質な動物性たんぱくで利用可能（殻・内臓は除去）。,8
01077,パン粉は小麦由来の炭水化物素材として利用できるが加工品である点に留意。,7
15031,栗あん入りまんじゅうは砂糖等を多く含む加工菓子で、素材としては加工度が高い。,5
10281,あさりの身は良質なたんぱく源だが殻は除去する必要がある。,7
02012,さといもは加熱して用いることで利用できるが、生のままでは刺激成分に注意。,6
01202,即席カップめんは調味料を含む複合加工食品で塩分・香辛料などが多く素材向きではない。,4
15072,チョコレート（テオブロミン）を含むため犬にとって有害で使用不可。,1
13039,ブルーチーズはチーズ類として栄養源になり得るが、青カビ製品は注意が必要。,6
10134,しろさけは良質なたんぱく源だが生の状態では寄生虫等のリスクがあるため加熱が望ましい。,8
08055,ぶなしめじ（素揚げ）は栽培品のキノコで食用可能だが揚げ調理は脂質が高め。,7
